subj,expected,acc,given,rt,condition,dependency,item
59,k,0,l,1130,2,adjacent,18
59,l,1,l,1540,2,adjacent,13
59,k,0,l,4891,2,adjacent,14
59,k,1,k,742,2,nonadjacent,9
59,l,0,k,1134,2,nonadjacent,10
59,l,0,k,1200,2,adjacent,19
60,l,1,l,4845,1,nonadjacent,7
60,k,0,l,618,1,adjacent,13
60,l,1,l,356,1,adjacent,14
60,k,0,l,513,1,nonadjacent,4
60,l,1,l,362,1,nonadjacent,9
60,k,0,l,691,1,adjacent,13
60,l,0,k,460,1,adjacent,14
60,k,0,l,560,1,nonadjacent,8
60,l,1,l,805,1,adjacent,20
60,l,1,l,384,1,nonadjacent,1
60,k,1,k,729,1,adjacent,19
60,l,1,l,1760,1,adjacent,12
60,l,1,l,1171,1,nonadjacent,3
60,k,0,l,379,1,adjacent,11
60,k,0,l,3641,1,nonadjacent,2
60,k,1,k,1439,1,nonadjacent,10
60,l,0,k,356,1,adjacent,18
60,k,1,k,1248,1,nonadjacent,4
60,k,1,k,2243,1,adjacent,17
60,l,0,k,1999,1,nonadjacent,3
61,l,0,k,6631,2,adjacent,11
61,k,1,k,1169,2,adjacent,16
61,k,1,k,1176,2,nonadjacent,3
61,l,0,k,532,2,adjacent,13
61,l,0,k,1065,2,nonadjacent,6
61,l,0,k,600,2,nonadjacent,2
61,l,0,k,687,2,nonadjacent,10
61,l,0,k,2764,2,adjacent,17
61,k,1,k,1982,2,adjacent,12
61,k,1,k,1080,2,nonadjacent,9
61,k,1,k,854,2,adjacent,18
61,k,1,k,609,2,nonadjacent,7
61,k,1,k,1031,2,adjacent,20
61,l,0,k,829,2,nonadjacent,8
61,k,1,k,350,2,nonadjacent,5
61,l,0,k,111,2,adjacent,15
61,k,1,k,850,2,nonadjacent,1
61,k,1,k,809,2,adjacent,14
61,l,0,k,365,2,nonadjacent,4
61,l,0,k,1225,2,adjacent,19
62,l,1,l,NA,2,nonadjacent,2
62,k,0,l,NA,2,adjacent,20
62,l,1,l,NA,2,adjacent,17
62,k,1,k,NA,2,adjacent,18
62,l,1,l,NA,2,nonadjacent,10
62,l,1,l,NA,2,adjacent,15
62,l,1,l,NA,2,adjacent,11
62,k,1,k,NA,2,adjacent,14
62,l,1,l,NA,2,nonadjacent,8
62,l,1,l,NA,2,adjacent,13
62,k,0,l,NA,2,nonadjacent,5
62,k,0,l,NA,2,nonadjacent,7
62,k,0,l,NA,2,nonadjacent,9
62,l,0,k,NA,2,nonadjacent,6
62,l,1,l,NA,2,adjacent,19
62,l,1,l,NA,2,nonadjacent,4
62,k,0,l,NA,2,adjacent,16
62,k,0,l,NA,2,adjacent,12
62,k,0,l,NA,2,nonadjacent,1
62,k,0,l,NA,2,nonadjacent,3
63,k,0,l,7852,1,nonadjacent,21
63,l,0,k,1331,1,adjacent,21
63,k,1,k,1722,1,adjacent,21
63,l,1,l,1383,1,nonadjacent,21
63,k,1,k,677,1,nonadjacent,21
63,l,0,k,1606,1,nonadjacent,21
63,l,1,l,788,1,nonadjacent,21
63,k,1,k,538,1,adjacent,21
63,l,1,l,1866,1,adjacent,21
63,l,1,l,861,1,nonadjacent,21
63,k,1,k,919,1,nonadjacent,21
63,k,0,l,1044,1,adjacent,21
63,k,0,l,1177,1,nonadjacent,21
63,l,1,l,644,1,adjacent,21
63,l,0,k,857,1,adjacent,21
63,l,1,l,769,1,nonadjacent,21
63,k,0,l,1086,1,nonadjacent,21
63,l,1,l,862,1,adjacent,21
63,k,1,k,911,1,adjacent,21
63,k,1,k,736,1,adjacent,21
64,k,0,l,125,2,nonadjacent,21
64,k,0,l,1327,2,nonadjacent,21
64,k,1,k,151,2,adjacent,21
64,l,1,l,623,2,nonadjacent,21
64,l,0,k,1732,2,nonadjacent,21
64,k,1,k,316,2,adjacent,21
64,l,1,l,415,2,nonadjacent,21
64,l,1,l,480,2,adjacent,21
64,k,1,k,580,2,adjacent,21
64,k,0,l,2125,2,adjacent,21
64,l,1,l,645,2,nonadjacent,21
64,k,1,k,464,2,nonadjacent,21
64,k,0,l,1012,2,nonadjacent,21
64,k,1,k,904,2,nonadjacent,21
64,l,1,l,485,2,adjacent,21
64,l,1,l,756,2,adjacent,21
64,l,0,k,820,2,adjacent,21
64,l,1,l,1503,2,nonadjacent,21
64,l,1,l,2161,2,adjacent,21
64,k,1,k,1757,2,adjacent,21
